,target,text,text_fr
2837,ham,Nice.nice.how is it working?,Comment ça marche?
2838,ham,1's reach home call me.,"J'arrive chez moi, appelle-moi."
2839,ham,Were trying to find a Chinese food place around here,J'essayais de trouver un restaurant chinois par ici.
2840,ham,"Easy mate, * guess the quick drink was bit ambitious.","Facile mec, * devine que la boisson rapide était un peu ambitieuse."
2841,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,BABE!!! Je t'aime!!! :-(... Geee... Je suis si triste sans toi bébé... Je t'aime...
2842,ham,Ok thanx...,Très bien.
2843,ham,aathi..where are you dear..,aathi..où es-tu cher..
2844,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.","Tunji, comment va la reine?"
2845,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,Aujourd'hui iZ Yellow rose day. Si u aiment mon frndship me donner 1 misscall &amp; envoyer ceci à ur frndZ &amp; Voir combien d'appels manqués u obtenir. Si u obtenir 6 ratés U épouser ur Lover.
2846,ham,Will be out of class in a few hours. Sorry,Je ne serai pas en cours dans quelques heures.
2847,ham,Wat time u finish ur lect today?,Wat time u terminer l'ur lec aujourd'hui?
2848,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: Jamster! Obtenez le son fou de grenouille maintenant! Pour le texte poly MAD1, pour le texte réel MAD2 à 88888. 6 sons fous pour seulement 3 GBP/semaine! 16+seulement! T&C's appliquer"
2849,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","La triste histoire d'un homme - La semaine dernière était mon b'day. Ma femme ne m'a pas souhaité. Mes parents ont oublié n comme mes enfants. Je suis allé au travail. Même mes collègues n'ont pas voulu. Comme je suis entré dans ma cabine mon PA a dit, ''B'day Boss!!'. Je me sentais spécial. Elle m'a demandé 4 déjeuner. Après le déjeuner, elle m'a invité à son appartement. Nous y sommes allés. Elle a dit,' ne vous dérangez pas si je vais dans la chambre pour une minute? ''''OK'', je suis allé dans une ambiance sexy. Elle est sortie 5 minuts latr avec un gâteau... dans My Wife, My Parents, My Kidz, My Friends n My Colleagues. Tous criant.. SURPRISE!! et j'attendais sur le canapé........"
2850,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","VOTRE CHANCE D'ÊTRE SUR UN COMMANDEMENT DE RÉALITÉ FANTASY SHOW maintenant = 08707509020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 est un appel national = tarif"
2851,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,"Elle va bien, c'est bon d'avoir de tes nouvelles."
2852,ham,Are you going to wipro interview today?,Tu vas à l'entretien de Wipro aujourd'hui?
2853,ham,how tall are you princess?,"Quelle taille avez-vous, princesse?"
2854,ham,I doubt you could handle 5 times per night in any case...,Je doute que tu puisses gérer 5 fois par nuit en tout cas...
2855,ham,Haha... Hope ü can hear the receipt sound... Gd luck!,Haha... j'espère que le reçu sonnera...
2856,ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,Je vais laisser un mot qui dit que c'est de la faute de tous les voleurs.
2857,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...","Proverbe japonais: Si on peut le faire, U aussi Peut le faire, Si aucun ne peut le faire,U doit le faire version indienne: Si on peut le faire, LET HIM le faire.. Si aucun ne peut le faire, LEAVE it!! Et enfin version Kerala: Si on peut le faire, Arrêtez-le.. Si aucun ne peut le faire, Faites une grève contre elle..."
2858,ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,"Aujourd'hui, je ne travaille pas, mais je ne travaille pas dans la boutique d'ur fren."
2859,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,Dans la vie quand vous faites face aux choix Il suffit de jeter une pièce de monnaie ne pas prendre sa régler la question Mais tandis que la pièce dans l'air U saura ce que votre cœur espère. Gudni8
2860,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","Savez-vous pourquoi Dieu a créé l'espace entre vos doigts..? Ainsi, Celui qui est fait pour vous vient &amp; remplit ces espaces en tenant votre main avec AMOUR..!"
2861,ham,I want to be there so i can kiss you and feel you next to me,Je veux être là pour pouvoir t'embrasser et te sentir à côté de moi.
2862,ham,I am not at all happy with what you saying or doing,Je ne suis pas du tout content de ce que vous dites ou faites
2863,spam,Adult 18 Content Your video will be with you shortly,Adulte 18 Contenu Votre vidéo sera bientôt avec vous
2864,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?","D'accord, ça serait charmant, si vous êtes sûr. Pensez à wot u voulez faire, boire, dancin, manger, cinéma, dedans, dehors, à peu près... Jusqu'à u! Wot about?"
2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,"Ce que je dis, c'est que si tu n'as pas dit explicitement à Nora que je connais quelqu'un que je ne vais probablement pas déranger."
2866,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),Il dit bonjour et pour ramener ton cul au Tampa du Sud (de préférence à un poignard)
2867,ham,Smith waste da.i wanna gayle.,Smith gaspille da. Je veux gayle.
2868,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.","Maman, je t'ai envoyé beaucoup de messages depuis que je suis là."
2869,ham,"Aight, tomorrow around  &lt;#&gt;  it is","A voir, demain autour de &lt;#&gt; c'est"
2870,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","House-Maid est le meurtrier, parce que l'homme a été assassiné sur &lt;#&gt; le Janvier.. Comme jour férié toutes les institutions du gouvernement sont fermées, y compris le bureau de poste..com comprendre?"
2871,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","VOTRE CHANCE D'ÊTRE SUR UNE RÉALITÉ FANTASY SHOW appel maintenant = 08707509020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 est un appel national = tarif."
2872,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,Je me suis couché peu de temps après t'avoir parlé. Je me suis réveillée à 7 h. Comment s'est passée ta nuit?
2873,ham,See you there!,A tout à l'heure!
2874,ham,I dont understand your message.,Je ne comprends pas votre message.
2875,ham,Crucify is c not s. You should have told me earlier.,Crucify n'est pas s. Vous auriez dû me le dire plus tôt.
2876,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.","Tu continues à dire que tu ne l'es pas, mais depuis qu'il a déménagé, on continue à se moquer de la liberté et de la responsabilité. Et je suis fatigué. J'ai tellement d'autres trucs à gérer que je me tiens à peine ensemble une fois que ça s'y ajoute."
2877,ham,Fuck cedar key and fuck her (come over anyway tho),Baise la clé de cèdre et baise-la (Viens quand même tho)
2878,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,vingt derniers cinq il a dit que ce train aurait été à Durham déjà ou pas parce que je suis dans un siège réservé
2879,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Hey Garçons. Voulez-vous hot XXX photos envoyé directement 2 ur téléphone? Txt PORN à 69855, 24Hrs gratuit et puis seulement 50p par jour. Pour arrêter le texte STOPBCM SF WC1N3XX"
2880,ham,U still painting ur wall?,Tu peins toujours le mur de l'ur?
2881,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16","Last Chance! Réclamez une valeur de £150 de bons de réduction aujourd'hui! Texte SHOP à 85023 maintenant! SavaMob, offre mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
2882,ham,Printer is cool. I mean groovy. Wine is groovying,"L'imprimeur est cool, je veux dire groovy, le vin groovy."
2883,ham,Hi Harish's rent has been transfred to ur Acnt.,Le loyer de Harish a été transféré à l'entreprise.
2884,ham,Anything lor is she coming?,Quelque chose de lor qu'elle vient?
2885,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,Cbe est vraiment bon de nos jours:)lot of shop and showrooms:)city is façonning good.
2886,ham,Ü still attending da talks?,Ü assiste toujours aux discussions?
2887,ham,No probs hon! How u doinat the mo?,Comment ça se fait?
2888,ham,K I'll take care of it,K Je m'en occupe.
2889,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,"Je suppose qu'on n'a pas eu le coup de fil vendredi, peut-on supposer qu'on ne l'aura pas cette année maintenant?"
2890,ham,My battery is low babe,Ma batterie est faible bébé
2891,ham,Shuhui has bought ron's present it's a swatch watch...,"Shuhui a acheté le cadeau de Ron, c'est une montre..."
2892,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up","Oui, il reste un peu de temps, je passerai demain quand je me lèverai."
2893,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,Tu as dit 2 heures et ça fait presque 4... Est-ce que ton internet est en panne?
2894,ham,K I'll be sure to get up before noon and see what's what,K Je serai sûr de me lever avant midi et de voir ce qui se passe
2895,ham,K...k...yesterday i was in cbe .,K...k...yesterday j'étais en cbe.
2896,ham,Went to ganesh dress shop,Je suis allé à la boutique de robes deganesh
2897,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","pdate_Now - Double mins et 1000 txts sur les tarifs orange. Derniers Motorola, SonyEricsson & Nokia & Bluetooth GRATUIT! Appelez MobileUpd8 au 08000839402 ou call2optout/!YHL"
2898,ham,Ü collecting ur laptop then going to configure da settings izzit?,Ü la collecte de l'ordinateur portable ur puis va configurer da paramètres izzit?
2899,ham,If you r @ home then come down within 5 min,Si vous r @ à la maison puis descendre dans les 5 min
2900,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?","Je devrais être là pour 8 heures au plus tard, probablement plus près de 7. Est-ce que Jay et Tyler sont à terre ou devrait-on juste faire deux voyages?"
2901,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,Venez à l'arrière; DECIMAL&gt;..maintenant je nettoyais la maison
2902,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,Le solde de trésorerie de l'Ur est actuellement de 500 livres - pour maximiser l'encaissement de l'Ur maintenant envoyer CASH à 86688 seulement 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2903,ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.","Bill, comme dans: Y a-t-il des lettres pour moi. Je m'attends à un d'orange qui n'est pas un projet de loi mais peut encore dire orange sur elle."
2904,ham,Tell me pa. How is pain de.,"Dis-moi papa, comment va la douleur de."
2905,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,HI DARLIN J'espère que tu as eu une nuit Nice Je veux que je vienne Cant attendre de te voir L'amour FRAN PS Je veux DIRTY ANAL SEX et je veux un 10 homme GANG BANG
2906,ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.","Ha. Vous ne savez pas non plus. J'ai fait une chose intelligente mais simple avec des poires l'autre jour, parfait pour Noël."
2907,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".","Helloooo... Réveillez-vous..! ""Sweet"" ""matin"" ""accueille"" ""Vous"" ""Enjoy"" ""Ce jour"" ""avec beaucoup de joie"".. ""GUD MRN""."
2908,ham,ALRITE,ARRITE
2909,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,Pourquoi devons-nous nous asseoir autour et attendre les jours d'été pour célébrer. Un spectacle si magique quand les mondes vêtus de blanc. Oooooh laisser il y a de la neige.
2910,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,URGENT! Votre numéro mobile a été attribué avec un prix de £2000 GARANTIED. Appelez 09058094454 à partir de la ligne terrestre. Réclamation 3030. Valable 12h seulement
2911,ham,How do you guys go to see movies on your side.,Comment allez-vous voir des films de votre côté?
2912,ham,"Sorry,in meeting I'll call later","Désolé, je te rappelle plus tard."
2913,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,"Tu n'avais pas à me dire que... maintenant, je pense qu'en plus, il va arrêter toutes tes courses."
2914,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,Veuillez en envoyer un à notre appartement avant &lt;DECIMAL&gt; aujourd'hui.
2915,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,Désolé! U ne peut pas encore se désabonner. The MOB offre package has a min term of 54 weeks> pls resoumettre la demande après expiration. Répondre THEMOB HELP 4 more info
2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,Rien de lor... un peu ennuyé aussi... puis tu rentres chez toi tôt 2 jours de sommeil aujourd'hui...
2917,ham,What time should I tell my friend to be around?,À quelle heure devrais-je dire à mon ami d'être là?
2918,ham,Yes. that will be fine. Love you. Be safe.,"Oui, ça va aller, je t'aime, sois en sécurité."
2919,ham,Thanks chikku..:-) gud nyt:-*,Merci chikku..:-) gud nyt:-*
2920,ham,Is xy in ur car when u picking me up?,Xy est dans la voiture quand tu viens me chercher?
2921,ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx","Thanx 4 le temps que nous avons passé 2geva, sa menthe bin! Ur mon bébé et tout ce que je veux c'est u!xxxx"
2922,ham,"Yo, any way we could pick something up tonight?","Yo, d'une façon ou d'une autre on pourrait aller chercher quelque chose ce soir?"
2923,ham,I've not sent it. He can send me.,"Je ne l'ai pas envoyé, il peut m'envoyer."
2924,ham,Fine am simply sitting.,"Très bien, je suis simplement assis."
2925,ham,Thts god's gift for birds as humans hav some natural gift frm god..,C'est le cadeau de Dieu pour les oiseaux comme les humains ont un cadeau naturel dieu frm..
2926,ham,Are you coming to day for class.,Tu viens au jour le jour pour le cours.
2927,ham,Im done. Just studyn in library,J'ai fini d'étudier dans la bibliothèque.
2928,ham,Ok... U enjoy ur shows...,Ok... j'aime les spectacles d'ur...
2929,ham,Anything...,N'importe quoi...
2930,ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,Où pourrais-je être sans mon bébé? La pensée seul amite me briser et je ne veux pas devenir fou mais chaque garçon a besoin de sa dame xxxxxxx
2931,ham,Wat's my dear doing? Sleeping ah?,C'est ma chérie qui dort?
2932,ham,Hi' Test on  &lt;#&gt; rd ....,Bonjour test sur &lt;#&gt; rd....
2933,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Seulement 2% des étudiants ont résolu cette question de CAT dans 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; puis 7+2+5=???? Dites-moi la réponse si u r brill...1thing.i a obtenu d answr.
2934,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,Yo connaissez-vous quelqu'un &lt;#&gt; ou autrement capable d'acheter de l'alcool? Notre gars a flippé et maintenant si nous n'avons pas une prise de quelqu'un son juste 4 loko toute la nuit
2935,ham,Yup n her fren lor. I'm meeting my fren at 730.,J'ai rendez-vous avec ma frêne à 7h30.
2936,ham,"Yeah, we got one lined up for us","Oui, on en a un pour nous."
2937,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*","Et arrête de te demander ""wow est-ce qu'elle va jamais arrêter de m'arrêter?"" parce que je vais t'arrêter quand je veux parce que tu es MINE... *rires*"
2938,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,"Lol Yep l'a fait hier, j'ai déjà eu ma cheminée, mais c'est juste une autre icône."
2939,ham,Hey i've booked the pilates and yoga lesson already... Haha,J'ai déjà réservé la leçon de pilates et de yoga...
2940,ham,Are you ok. What happen to behave like this,Qu'est-ce qui se passe pour se comporter comme ça?
2941,spam,You have 1 new message. Please call 08712400200.,Vous avez 1 nouveau message. S'il vous plaît appelez 08712400200.
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,Je n'ai pas encore demandé à mon supérieur.
2943,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.","Pas de nouvelles sur le travail, ils me font attendre une cinquième semaine! Ouais im up pour quelques woozles et des belettes... En exeter toujours, mais être à la maison environ 3."
2944,ham,No message..no responce..what happend?,Pas de message..pas de responsabilité..qu'est-ce qui s'est passé?
2945,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,"Nous avons actuellement un message en attente de votre collecte. Pour collecter votre message, appelez le 08718723815."
2946,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe","Hé bébé, désolé je n'ai pas été plus tôt. Gary peut venir et réparer ça parce qu'il pense qu'il sait ce que c'est mais il n'est pas aller aussi loin un Ptbo et il dit qu'il va coûter &lt;#&gt; dollars. Je ne sais pas si ce pourrait être moins cher de trouver quelqu'un là-bas? Nous n'avons pas de machines d'occasion du tout maintenant, laissez-moi savoir ce que vous voulez faire bébé"
2947,ham,make that 3! 4 fucks sake?! x,Faites ça 3! 4 saké de merde?! x
2948,ham,Leave it. U will always be ignorant.,Laissez-le. U sera toujours ignorant.
2949,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),"Non, mais je vais faire 2 sch sur fr tout à l'heure parce que mes soeurs ont du papier en da morn :-)"
2950,ham,at bruce b downs &amp; fletcher now,à bruce b dunes &amp; fletcher maintenant
2951,ham,Where are you ? You said you would be here when I woke ... :-(,Où es-tu? Tu as dit que tu serais là quand je me réveillerai... :-(
2952,ham,Hey now am free you can call me.,Tu peux m'appeler.
2953,ham,Tell me whos this pls:-),Dites-moi qui est ce pls :-)
2954,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",URGENT! Votre mobile a reçu un prix Bonus Caller de £1 500 le 27/6/03. Notre dernière tentative 2 contacter U! Appelez 08714714011
2955,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.","Je pense que je vais devoir lui donner une Miss. J'enseigne jusqu'à douze, puis j'ai une conférence à deux."
2956,ham,Id have to check but there's only like 1 bowls worth left,"Je devrais vérifier, mais il n'y a plus qu'un bol qui vaut la peine."
2957,ham,Yes there were many sweets,"Oui, il y avait beaucoup de bonbons."
2958,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,Je le ferais mais je suis toujours douillette et épuisée de la nuit dernière. personne n'est allé à l'école ou au travail. Tout est fermé.
2959,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,U ont un admirateur secret. REVEAL qui pense U R Si spécial. Appelez 09065174042. Pour refuser Répondre REVEAL STOP. 1.50 par msg recd. Cust care 07821230901
2960,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,Buzzzz! *grins* Est-ce que je vous ai bourdonné le cul? Buzzz votre poitrine? Buzz votre bite? Où gardez-vous votre téléphone? Est-ce que le vibromasseur est allumé?
2961,ham,Sir send to group mail check it.,Envoyez-le au groupe.
2962,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,Je fais da intro couvre les tendances énergétiques n pros n cons... Brève description de la fusion nucléaire n oso brève histoire de l'iter n jet a obtenu abt 7 n demi-pages.
2963,ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,Aucune! nulle part où Ikno fait l'idiscount!SHITINNIT
2964,ham,You dont know you jabo me abi.,Vous ne me connaissez pas.
2965,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?","Avez-vous remarqué que quand vous conduisez, quelqu'un va plus lentement que vous est un idiot et tout le monde conduit plus vite que vous est un maniaque?"
2966,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,Pas encore eu..ya sapna tante manège y'day hogidhe..chinnu plein faible et scalpa noir agidhane..
2967,ham,"Are you being good, baby? :)","Tu te débrouilles bien, bébé? :)"
2968,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,NEFT Transaction avec numéro de référence &lt;#&gt; pour Rs. &lt;DECIMAL&gt; a été crédité au compte bénéficiaire sur &lt;#&gt; à &lt;TIME&gt; : &lt;#&gt;
2969,ham,"Mostly sports type..lyk footbl,crckt..","Surtout le type de sport..lyk footbl,crckt.."
2970,ham,Ma head dey swell oh. Thanks for making my day,Merci d'avoir fait ma journée.
2971,ham,U should make a fb list,U devrait faire une liste fb
2972,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..","Hauteur de confiance: Tous les professeurs d'aéronautique ont appelé &amp; ils ont demandé 2 assis dans un avion. Aftr ils se sont assis ils ont dit à dat l'avion ws fait par leurs étudiants. Dey tous précipités hors de l'avion.. Bt seulement 1 n'a pas bougé... Il a dit: ""Si c'est fait par mes étudiants, cela ne commencera même pas... Datz confiance..."
2973,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,Sary a juste besoin de Tim dans le bollox &it lui a fait beaucoup de mal alors il me frappe!
2974,ham,Happy New Year Princess!,"Bonne année, princesse!"
2975,ham,"I'll text carlos and let you know, hang on","Je t'envoie un texto et je te préviens, attends."
2976,ham,"Don't worry, * is easy once have ingredients!","Ne vous inquiétez pas, * est facile une fois ont des ingrédients!"
2977,ham,I love u 2 my little pocy bell I am sorry but I love u,J'aime u 2 ma petite cloche pocy je suis désolé mais j'aime u
2978,ham,"Ok omw now, you at castor?","Ok, maintenant, vous êtes au castor?"
2979,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,Tu n'arrêtes pas de pleuvoir... ou tu veux 2 aller ailleurs?
2980,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2","Offre Xmas! Dernier Motorola, SonyEricsson & Nokia & gratuit Bluetooth ou DVD! Double Mins & 1000 Txt sur Orange. Appelez MobileUpd8 au 08000839402 ou call2optout/4QF2"
2981,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,"Qu'est-ce que tu veux dire par ""tu as presque fini""?"
2982,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear","7 merveilles dans My WORLD 7th You 6th Ur style 5th Ur sourire 4th Ur Personnalité 3rd Ur Nature 2nd Ur SMS et 1st ""Ur Lovely Friendship""... bonjour cher"
2983,ham,"Tonight? Yeah, I'd be down for that","Oui, je serais là pour ça."
2984,ham,What should i eat fo lunch senor,Qu'est-ce que je devrais manger au senor du déjeuner
2985,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!","Il a dit qu'il avait un bon rire quand il a vu u à nouveau! Vous seriez peut-être la première personne2die de NVQ, mais pensez à combien vous pourriez pour!"
2986,ham,No break time one... How... I come out n get my stuff fr ü?,Pas de pause une... comment... je sors avec mes affaires?
2987,spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,Répondre à gagner £100 hebdomadaire! Quel sport professionnel joue Tiger Woods? Envoyer STOP à 87239 pour terminer le service
2988,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz","Je suis là et je peux te voir, mais tu ne peux pas me voir? Peut-être que tu devrais redémarrer ym? J'ai vu le buzz"
2989,ham,Do you still have the grinder?,Tu as toujours le broyeur?
2990,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,No 1 POLYPHONIQUE ton 4 ur maf chaque semaine! Juste txt PT2 à 87575. 1ère tonalité GRATUITE! alors obtenez txtin maintenant et dites à vos amis. 150p/ton. 16 reply HL 4info
2991,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","L'amour n'est pas une décision, c'est un sentiment. Si nous pouvions décider qui aimer, alors, la vie serait beaucoup plus simple, mais alors moins magique"
2992,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES appelez maintenant 08707509020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 est un appel à tarifs nationaux"
2993,ham,K.i did't see you.:)k:)where are you now?,K.i ne vous a pas vu.:)k:)Où êtes-vous maintenant?
2994,ham,So i'm doing a list of buyers.,Donc je fais une liste d'acheteurs.
2995,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second","Aucune idée, je suppose qu'on va s'arranger une heure après qu'on soit censés partir puisque comme d'habitude personne n'a d'intérêt à trouver de la merde avant la dernière seconde."
